1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
9.135955130617676,9.151878285194412,9.14247686251979,9.089559346836925,9.149128577807797,9.222033737317194,9.209756201381762,9.223079878766155,9.259318137594981,9.332526145785863,9.348757932814442,9.369403537192936,9.37301858878706,9.392556923257251,9.428251055689369,9.405963075009266,9.390238160482143,9.437080647316762,9.389596401505782,9.442611737751855,9.44193372296895,9.370796274897275,9.323009911522913,9.347543390923764,9.351697563004466,9.264083014260608,9.317784814748784,9.327705542561338,9.293123321754592,9.205825193883976,9.17800311339721,9.263730416645709,9.348005334616687,9.395194552303323,9.438892470693377,9.397469520426164,9.439195580675692,9.50555599583479,9.532023791123956,9.48643001106215,9.467399821529828,9.411198231740185,9.284759295779429,9.358417214772725,9.433979800323051,9.50809108511393,9.574983485564092,9.650887512496167,9.680398999709473,9.60911649193355,9.695215372187723,9.743072878128128,9.72225220560259,9.735548076029257,9.699773397111215,9.716620480523117,9.688379132914802,9.70700175482797
9.712698648724702,9.703575791232801,9.746126474892119,9.79250571123519,9.834311092769308,9.836855107335573,9.87815743678379,9.909789155663034,9.95986126969326,10.007581766772626,10.024048060775321,10.043799778260237,10.053313465454444,10.079340734426287,10.079650601255215,10.092887332830083,10.116585616469932,10.114334205960994,10.143023216063598,10.161686229903173,10.182625729640492,10.202476708303394,10.166327473092093,10.19731582335498,10.233525921864095,10.256566488581674,10.264616861046463,10.3021945425873,10.324426651852589,10.349185361565176,10.333232830468262,10.3229722585442,10.351176552047756,10.379302699651523,10.404970771624383,10.432871794846056,10.46104293357606,10.495129553846693,10.533456353213536,10.561521930911201,10.570031483901504,10.598706086361938,10.617458407573572,10.64536632412156,10.664085649714746,10.677577420281914,10.698252478318793,10.716206612261885,10.716530867918353,10.718442768672526,10.725282752690083,10.747331884925979,10.758283233880665,10.769236707412405,10.778580385913648,10.792716186806214,10.798485799827697,10.814167573769689
9.346708736587459,9.392240173177083,9.405816690902043,9.442358824591293,9.494667823975359,9.514258424676045,9.561537942455793,9.586066288240243,9.623269554444873,9.681993265437697,9.747020859486199,9.792378881173613,9.848538637132235,9.892867862712219,9.929008114964347,9.923870403626784,9.96823730136356,10.018335172962603,10.017381702937605,10.070858740762798,10.089093293820884,10.088337992341595,10.108557964127964,10.137734037528325,10.137695665203232,10.161380296177157,10.182752046369647,10.194403390726878,10.224283266343761,10.258802922673105,10.296490664866576,10.324036328005231,10.337291301315648,10.334766920376017,10.351543649570903,10.372488804569642,10.39224638572167,10.41109550514613,10.445266345767518,10.47896122269158,10.50990758843588,10.518977469653432,10.530840757538632,10.535130005350009,10.5571170958652,10.574835599106102,10.605033861456505,10.638370549953484,10.649665654435116,10.607512109357355,10.620959473151592,10.6438508018843,10.643836732036569,10.637044882819902,10.637193733036286,10.643309566291563,10.65964967229691,10.68216589010044
6.51526068884236,6.333865602071739,6.391967363386331,6.434193326406315,6.471109053390398,6.492694277200526,6.506486354567876,6.615596534503277,6.5916874493357,6.556039446868163,6.746447380595963,6.764115828780526,6.691475617189254,6.748536779421629,6.7320795894092855,6.7177684186704285,6.798286335279768,6.86335396968397,6.886970769797668,6.878007158821086,6.834141031080382,6.912195407008158,6.882129731343165,6.886470353624805,6.858291888246547,6.940609615853084,6.948858833860554,6.9592370556057945,6.977719678382975,6.964778128078046,6.9738613209168,7.002710850465817,6.9993403473478715,6.907175110717072,6.858628058015444,6.770548569217744,6.667363834258374,6.659473390757228,6.6913142157275995,6.666409568938391,6.638161947661693,6.635001227114593,6.65106787063258,6.6080950877709395,6.616680792127354,6.592770524002347,6.612108236876059,6.611852845083501,6.625922731319248,6.629944326325619,6.647402989135599,6.655903563531184,6.66910461144017,6.687283156223086,6.698835094304171,6.664153885765531,6.660792795807374,6.628993303904915
9.335806704257777,9.380047702897183,9.425979837937438,9.461545683192927,9.520371092566563,9.545992987085148,9.568964714602023,9.60159634003024,9.643373953420182,9.701092871865091,9.763023613819184,9.796638707643393,9.844810221018673,9.901356784060464,9.939797302174004,9.923921353149534,9.9765386449606,9.980544885332362,10.00652056165084,10.027877602613183,10.070216084212671,10.066244803633055,10.071243121870612,10.073542514674537,10.097049449347683,10.112402759331706,10.129260444103634,10.15068116858763,10.195150690022128,10.227132151395377,10.255385203360078,10.270267617327637,10.281615036426082,10.267932035287128,10.296018034541785,10.316598026875301,10.330251879906132,10.365165683298342,10.38340531148473,10.41667548385519,10.449750298385856,10.454242196239221,10.467455570051227,10.469959497505993,10.499817343020784,10.514192899820813,10.53207754511761,10.558642844628388,10.558869520188214,10.528582847314603,10.548457893304787,10.559507726608524,10.555474660600566,10.55136614838048,10.557786830440321,10.568696314823047,10.577252607376712,10.587811926348628
6.975946495896575,6.966316597180309,6.905272198688331,6.936128913169976,6.953493170655991,6.980587437631807,6.99097447473288,7.032588955903464,7.05822490632691,7.087724070192494,7.080354728877856,7.079159120490786,7.150575959521895,7.169988765667817,7.212331340976885,7.117343368761825,7.106597940972398,7.123576084316495,7.092241158605468,7.142795780108321,7.205902401281682,7.23329656123893,7.307919696553224,7.235316501616109,7.283111633653316,7.326847120004958,7.319076539640898,7.274708222856937,7.2747151512554025,7.236605685971544,7.290217845524985,7.297835985046554,7.2921942115641825,7.313906818109281,7.299648707060206,7.363222514947651,7.374177502644175,7.399654931077092,7.408918370476974,7.431435921798077,7.458520588148141,7.4802421635392555,7.495197440105199,7.4986537638132,7.51194555487658,7.499406688351479,7.509110583243062,7.538713176781888,7.558281973705442,7.553113543955954,7.545976258343046,7.547148244835697,7.564575555282067,7.603194830051934,7.638727969082063,7.673971678092321,7.69512568518935,7.7163939827993575
6.529521022822228,6.384249602058772,6.424917645089647,6.3992103857052784,6.409286329425518,6.385919262696095,6.373814547710095,6.44629108475387,6.4783252934201405,6.482877967352511,6.486983621056584,6.46514889419329,6.649942640132634,6.578806668770951,6.614175851264272,6.6189258819384715,6.589737702734237,6.638332159313746,6.728401314527069,6.713442109335804,6.676403129118039,6.719822005920602,6.709487250358495,6.635171977563227,6.588100827287083,6.644050115911805,6.6946486884319825,6.666205874428527,6.69636735867878,6.691276965536688,6.658575713117086,6.718662851490471,6.694017355742023,6.701013972367379,6.686759419725386,6.7148984202727995,6.791749413223433,6.825166833666508,6.867662185415693,6.8999851697177075,6.8902835330700976,6.92573271221279,6.939573662368656,6.985725070417818,7.000261531453727,7.053741289855495,7.081977457519442,7.09467458325102,7.120808089586176,7.1197327206836025,7.170619418491279,7.204699326612789,7.2372604446875775,7.263749991616005,7.276494160117779,7.285300907092168,7.313620307111628,7.345984403128687
7.263140391445778,7.210397389948199,7.262186708122559,7.2895149537447885,7.264961081990257,7.229701087512909,7.231619799885696,7.152464608210908,7.18143223604164,7.1942040912811365,7.244998646776696,7.167693526124824,6.999677909332474,7.016340589395578,7.090718296662726,7.028839526304902,7.0604334466238425,7.060768168914751,7.101371147570585,7.120072435811472,7.100423127830236,7.106556956190041,7.091841943722758,7.112881488429355,7.138978104884252,7.141815031180506,7.157384955532174,7.171541608758363,7.173628763543401,7.172861933504367,7.212346089586829,7.222149873851702,7.240871891789988,7.263609886536967,7.2820048799373795,7.308582984273555,7.332408446493346,7.363793088579807,7.3940258806917445,7.421357045694879,7.459523210030512,7.49190199396366,7.516688982957934,7.550361513648363,7.594854205674542,7.637783900268326,7.688560710596897,7.744656423186778,7.791791378126864,7.82999229660526,7.8730152066176595,7.92413385035606,7.975585283927047,8.022211388811535,8.069483201964323,8.121750688777091,8.17966800063331,8.239490492300177
7.829694030720888,7.883363425708696,7.9535186779866,7.9900349130293495,8.05772585992539,8.10908960558503,8.178091500808922,8.224163512637862,8.235289061127746,8.275190417659516,8.323979732630104,8.384637322813393,8.45267387009435,8.525706847181443,8.59346881252053,8.673511235098397,8.732665796106131,8.790211271145358,8.841672369378598,8.903054052549544,8.9556997036014,9.000581840272096,9.020787532365249,9.052010303993976,9.083649529349714,9.10941334719092,9.15094274709104,9.211063110737593,9.317597987002523,9.28853213694243,9.199252123940761,9.119478682948515,9.054585572903992,9.05130595275026,9.081197051949163,9.120729619535506,9.032519073811141,9.031284277751189,9.074396929840562,9.021140413120595,9.07796716553789,9.123418809134959,9.189259728364943,9.247475257456442,9.31764110419596,9.394167461553362,9.468333558725933,9.546843322411435,9.612829054922452,9.583564617666129,9.60364180158344,9.629164516147316,9.635723786963895,9.646721289976975,9.671003009683837,9.711342300870331,9.756369998859613,9.800376172342483
6.733818471722576,6.75208344278294,6.7320199850629185,6.833818061479779,6.922496097303635,6.951102083485503,7.016546901654397,6.9935934680558685,7.026995030889795,7.097838304169856,7.126167655920446,7.1810975258290926,7.218052197204931,7.247792581767846,7.310563527429015,7.336728558669881,7.3404074469342655,7.409971951842485,7.467056731805169,7.531429115503822,7.564285154578916,7.5901953423983946,7.601961898138772,7.591720433467196,7.601961898138772,7.606854709701414,7.634259863196079,7.608354623067122,7.576163970899421,7.582723213848665,7.452483654423089,7.375130456874181,7.339362355361183,7.353613489649547,7.4938015413731485,7.7097434114488745,8.159434803621263,8.479042625451141,8.633280568032841,8.721933232213757,8.772644384806854,8.79796393556524,8.845947147163473,8.8832797072422,8.943970897352182,8.982177997411666,9.035454700336002,9.093793072483265,9.149423019818402,9.123528974989219,9.138726210766386,9.157203273563054,9.159995049174185,9.195143481969803,9.217452024125299,9.256187161044917,9.292572680722712,9.325226771986861
