4681.82,7716.56,5251.9,         NaN,6015.85,         NaN,         NaN,         NaN,         NaN,         NaN,2030.48,1070.24,         NaN,5173.35,13955.18,2804.45,723.69,         NaN,         NaN,         NaN,         NaN,1141.27,         NaN,4949.99,5230.25,         NaN,         NaN,1283.88,         NaN,3387.6,         NaN,2704.54,4335.67,7104.23,         NaN,         NaN,2675.54,         NaN,         NaN,         NaN,         NaN,         NaN,3004.54,1166.18,840.4,         NaN,         NaN,         NaN,         NaN,3682.11,         NaN,1974.15,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,1591.49,         NaN,         NaN,2534.54,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,5553.61,6132.7,         NaN,6698.98,         NaN,         NaN,         NaN,1133.44,         NaN,2957.72,2192.16,         NaN,         NaN,866.77,         NaN,         NaN,         NaN,         NaN,         NaN,2780.77,         NaN,         NaN,         NaN,3422.9,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,3175.79,5922.13,2093.01,         NaN,         NaN,2199.89,         NaN,         NaN
4690.17,7380.05,5218.27,         NaN,5996.19,         NaN,         NaN,         NaN,         NaN,         NaN,2100.23,1150.53,         NaN,5503.25,13332.61,2829.14,         NaN,         NaN,         NaN,         NaN,         NaN,1134.94,         NaN,4761.97,5382.72,         NaN,         NaN,1309.15,         NaN,3651.89,         NaN,2652.47,4261.44,7031.72,         NaN,         NaN,2564.29,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,1136.73,853.05,         NaN,         NaN,         NaN,         NaN,3742.49,         NaN,2019.88,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,1470.05,         NaN,         NaN,2723.84,         NaN,709.73,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,5739.96,6175.64,         NaN,6582.57,         NaN,         NaN,         NaN,1200.64,         NaN,         NaN,2137.68,         NaN,         NaN,901.49,         NaN,         NaN,         NaN,         NaN,         NaN,3062.84,         NaN,         NaN,         NaN,3511.42,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,999.52,         NaN,         NaN,3312.25,6462.06,2005.59,         NaN,         NaN,2367.06,         NaN,         NaN
4423.22,7349.36,5367.51,         NaN,6028.63,         NaN,         NaN,         NaN,         NaN,         NaN,2030.48,1126.91,         NaN,5919.3,13701.69,2983.94,         NaN,         NaN,         NaN,         NaN,         NaN,1129.68,         NaN,4798.92,5446.41,         NaN,         NaN,1335.44,         NaN,3467.85,         NaN,2579.38,4184.45,7142.39,         NaN,         NaN,3285.71,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,1100.83,918.43,         NaN,         NaN,         NaN,         NaN,3801.9,         NaN,1889.05,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,1449.66,         NaN,         NaN,2500.65,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,5892.94,6167.65,         NaN,6917.61,         NaN,         NaN,         NaN,1260.92,1281.66,         NaN,2130.87,         NaN,         NaN,874.72,         NaN,         NaN,         NaN,         NaN,         NaN,2895.8,         NaN,         NaN,         NaN,3465.7,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,999.52,         NaN,         NaN,3765.52,6399.54,1874.97,         NaN,         NaN,2826.03,         NaN,         NaN
4871.84,7837.2,5359.11,         NaN,6081.7,         NaN,         NaN,         NaN,         NaN,         NaN,2025.22,1125.97,         NaN,5923.5,13435.02,2800.65,         NaN,         NaN,         NaN,         NaN,         NaN,1123.35,         NaN,4989.4,5705.03,         NaN,         NaN,1362.73,         NaN,3433.61,         NaN,2732.58,4267.85,7000.23,         NaN,         NaN,3211.54,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,1151.45,925.81,         NaN,         NaN,         NaN,         NaN,3835.98,         NaN,1996.48,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,1511.66,         NaN,         NaN,2753.05,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,5802.08,6209.59,         NaN,7368.12,         NaN,         NaN,         NaN,1329.1,1530.87,         NaN,2143.51,         NaN,         NaN,892.81,         NaN,         NaN,         NaN,         NaN,         NaN,2490.69,         NaN,         NaN,         NaN,3647.59,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,1185.24,         NaN,         NaN,3765.52,6588.04,2005.59,         NaN,         NaN,3786.5,         NaN,         NaN
5195.33,8257.32,5386.43,         NaN,6160.32,         NaN,         NaN,         NaN,         NaN,         NaN,2027.85,1124.08,         NaN,5827.89,14353.67,3020.03,         NaN,         NaN,         NaN,         NaN,         NaN,1118.08,         NaN,5114.2,5765.82,         NaN,         NaN,1390.03,         NaN,3368.34,         NaN,2805.67,4291.68,6975.42,         NaN,         NaN,3386.84,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,1153.29,924.75,         NaN,         NaN,         NaN,         NaN,3903.18,         NaN,1989.04,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,1498.92,         NaN,         NaN,2771.75,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,5799.3,6208.59,         NaN,7122.99,         NaN,         NaN,         NaN,1356.77,1293.87,         NaN,2153.24,         NaN,         NaN,677.21,         NaN,         NaN,         NaN,         NaN,         NaN,2407.66,         NaN,         NaN,         NaN,3709.85,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,1128.33,         NaN,         NaN,3765.52,6383.43,2027.7,         NaN,         NaN,3785.51,         NaN,         NaN
5663.42,8232.98,5630.27,         NaN,6258.61,         NaN,         NaN,         NaN,932.13,         NaN,2096.28,1132.58,         NaN,6329.05,14908.31,2873.78,         NaN,         NaN,         NaN,         NaN,         NaN,1112.81,         NaN,5147.86,5801.53,         NaN,         NaN,1417.32,         NaN,3319.12,         NaN,2823.7,4363.16,7113.77,         NaN,         NaN,3472.24,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,1155.13,902.61,         NaN,         NaN,         NaN,         NaN,3984,         NaN,1935.85,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,1453.91,         NaN,         NaN,3030,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,6002.35,6271.51,         NaN,7558.36,         NaN,         NaN,         NaN,1437.8,1350.83,         NaN,2076.38,         NaN,         NaN,952.14,         NaN,         NaN,         NaN,         NaN,         NaN,2664.73,         NaN,         NaN,         NaN,3657.32,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,912.65,         NaN,         NaN,3175.79,6719.7,2048.8,         NaN,         NaN,4040.71,         NaN,         NaN
5728.3,8665.79,5787.92,         NaN,6315.61,         NaN,         NaN,         NaN,         NaN,         NaN,2168.66,1214.76,         NaN,6834.41,15593.75,3037.13,         NaN,         NaN,         NaN,         NaN,         NaN,1122.3,         NaN,5228.32,5898.02,         NaN,         NaN,1445.63,         NaN,3512.79,         NaN,2908.81,4437.39,7280.74,         NaN,         NaN,3430.66,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,1173.54,922.64,         NaN,         NaN,         NaN,         NaN,4118.4,         NaN,2170.92,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,1468.35,         NaN,         NaN,2962.22,         NaN,575.2,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,6039.43,6598.07,         NaN,8038.21,         NaN,         NaN,2282.77,1533.66,1376.26,         NaN,2071.51,         NaN,         NaN,1023.04,         NaN,         NaN,         NaN,         NaN,         NaN,2994.83,         NaN,         NaN,         NaN,3949.13,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,962.57,         NaN,         NaN,3584.21,7352.46,2027.7,         NaN,         NaN,4363.18,         NaN,         NaN
5632.83,8875.32,6083.25,         NaN,6339.2,         NaN,         NaN,         NaN,         NaN,         NaN,2177.87,1191.15,         NaN,6885.89,15512.63,3154.89,         NaN,         NaN,         NaN,         NaN,         NaN,1173.93,         NaN,5381.85,6044.7,         NaN,         NaN,1474.94,         NaN,3580.2,         NaN,2973.89,4628.93,7348.48,         NaN,         NaN,3477.86,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,1190.11,861.48,         NaN,         NaN,         NaN,         NaN,4191.43,         NaN,2217.72,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,1521.85,         NaN,         NaN,3103.61,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,5853.07,6677.96,         NaN,8322.15,         NaN,         NaN,2383.09,1609.75,1423.05,         NaN,2103.62,         NaN,         NaN,825.53,         NaN,         NaN,         NaN,         NaN,         NaN,2730.75,         NaN,         NaN,         NaN,4212.73,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,1065.42,         NaN,         NaN,3811.33,7331.62,1962.38,         NaN,         NaN,4282.07,         NaN,         NaN
5954.47,9023.47,6049.62,         NaN,6340.18,         NaN,         NaN,         NaN,         NaN,         NaN,2244.98,1157.14,         NaN,6347.96,15549.13,3329.63,         NaN,         NaN,         NaN,         NaN,         NaN,1216.09,         NaN,5397.45,6158.57,         NaN,         NaN,1519.43,         NaN,3692.55,         NaN,2964.88,4590.44,6980.19,         NaN,         NaN,3459.88,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,1176.3,868.87,         NaN,         NaN,         NaN,         NaN,4280.05,         NaN,2207.09,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,1506.56,         NaN,         NaN,3065.05,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,5891.09,6817.77,         NaN,7535.64,         NaN,         NaN,2510.86,1619.63,1476.96,         NaN,2053.03,         NaN,         NaN,886.3,         NaN,         NaN,         NaN,         NaN,         NaN,3136.86,         NaN,         NaN,         NaN,4082.39,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,1099.37,         NaN,         NaN,4083.29,6602.25,1918.17,         NaN,         NaN,3361.16,         NaN,         NaN
6022.14,9575.86,5969.74,         NaN,6402.1,         NaN,         NaN,         NaN,         NaN,         NaN,2293.67,1224.21,         NaN,6840.71,15767.14,3347.68,         NaN,         NaN,         NaN,         NaN,         NaN,1256.13,         NaN,5431.11,6315.87,         NaN,         NaN,1564.92,         NaN,3769.59,         NaN,3055,4774.64,7069.88,         NaN,         NaN,3527.3,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,1220.48,981.69,         NaN,         NaN,         NaN,         NaN,4314.14,         NaN,2177.3,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,1422.49,         NaN,         NaN,3122.31,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,6124.73,6875.69,         NaN,7434.37,         NaN,         NaN,2654.71,1626.54,1475.94,         NaN,2034.54,         NaN,         NaN,869.66,         NaN,         NaN,         NaN,         NaN,         NaN,3171.87,         NaN,         NaN,         NaN,4103.79,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,1226.18,         NaN,         NaN,4083.29,7263.42,1918.17,         NaN,         NaN,3520.42,         NaN,         NaN
