2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0
7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7682300.0,7692020.0,7692020.0,7692020.0,7692020.0,7692020.0,7692020.0
82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0
25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0,25680.0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30280.0,30280.0,30280.0,30280.0,30280.0,30280.0,30280.0,30280.0,30280.0,30280.0,30280.0,30280.0,30280.0,30280.0,30280.0,30280.0,30280.0,30280.0,30280.0,30280.0,30280.0,30280.0
112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0,112760.0
273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0,273600.0
130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0
110630.0,110630.0,110630.0,110630.0,110630.0,110630.0,110630.0,110630.0,110630.0,110630.0,110630.0,110630.0,110630.0,110630.0,110630.0,110630.0,110630.0,110630.0,110630.0,110630.0,110630.0,110630.0,110630.0,110630.0,110630.0,110630.0,110630.0,110630.0,110630.0,110630.0,110630.0,110630.0,110630.0,110630.0,110630.0,110630.0,110630.0,110630.0,110630.0,110630.0,110630.0,108800.0,108770.0,108760.0,108640.0,108630.0,108610.0,108610.0,108560.0,108560.0,108560.0,108560.0,108560.0,108560.0,108560.0,108560.0,108560.0,108560.0,108560.0,108560.0,108560.0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,51200.0,51200.0,51200.0,51200.0,51200.0,51200.0,51200.0,51200.0,51200.0,51200.0,51200.0,51200.0,51200.0,51200.0,51200.0,51200.0,51200.0,51200.0,51200.0,51200.0,51200.0,51200.0,51200.0,51200.0,51200.0,51200.0,51200.0,51200.0,51200.0,51200.0
